x,y
0.038663667931595994,0.08148391250212937
0.04040798628139663,0.06359740128905786
0.040030475601981585,0.056564912362159145
0.030795018388491652,0.05846829085111472
0.03402853491339275,0.050687632449644804
0.034931739091085115,0.054574241972651184
0.03361331214736082,0.047865838163209065
0.02988090272634014,0.038561630609291374
0.029018194823624017,0.04470982268384649
0.02802470980098589,0.03951325436524664
0.02413234502808099,0.02884160683493016
0.028069372966413632,0.03508273570410434
0.021218131792702155,0.03059487338432846
0.02736092566703143,0.03027407384329108
0.017539640551142335,0.035342500202479504
0.026292163756160288,0.03320637537421506
0.025864818781919763,0.039291352895107705
0.02256431503556922,0.03079782162016525
0.023433183952739703,0.02760675453202605
0.03772151727694452,0.03925130515559887
0.01871757373903224,0.03846979166195684
0.02698132683963904,0.03334481093192179
0.016308683491119965,0.026830022255889412
0.014724971393245207,0.04506086262273161
0.01440900757156148,0.03101525620790635
0.019296147231580116,0.03340439391727111
0.023327263027978728,0.024625010094920966
0.02371371308215285,0.030890877944580026
0.010960362221373442,0.02611755271614775
0.02125755255184515,0.03225257234897523
0.023194161186131122,0.025930901573921805
0.022187148869390383,0.024269980917286407
0.021088865687967417,0.038265105601273997
0.022424984985956978,0.037682124585729504
0.01580585875743152,0.02263138010768735
0.0196530515230101,0.02951086029787078
0.009214471327132535,0.024011313738486632
0.019179367220111813,0.020813840490251947
0.025210372987573976,0.03138563438279163
0.010243727528589791,0.02391455660625051
0.021394111584781498,0.01907397348083782
0.013505866676260284,0.03439578015843176
0.012948042385362844,0.025127809799916422
0.01612767315869906,0.024672558681914505
0.017103848944332374,0.028256999782133092
0.025441022775982,0.023407764784823863
0.013580734589576156,0.026164037455696232
0.014163959867410066,0.02647950334378691
0.015484461571333714,0.018127121597452056
0.010085148050887525,0.017854971288746732
0.011829851897325565,0.029501944303881485
0.01892287648693148,0.020053407362536975
0.018579127972160808,0.02413648375655853
0.010343179986667958,0.02665393258718106
0.021204128558623133,0.028210912460519072
0.018055327068859393,0.02467415992495363
0.016456937870109063,0.02270480125662708
0.016737340314126804,0.018187923119475344
0.012959708082137316,0.0164234958722158
0.013814710228744524,0.016828232673990487
0.018153730234807985,0.026078422974628344
0.01660486604733369,0.021092080400635035
0.016509274413945466,0.016224296930259625
0.017110769521968595,0.021033423961343705
0.018192594635003768,0.013589721748926803
0.01344451578586031,0.021174725550919003
0.005029263156719109,0.02011705175989063
0.014456525570449779,0.015777120593709053
0.015510325723173147,0.016028580991975447
0.008285357955605564,0.014527290452110705
0.006850151509842422,0.014730540681288174
0.007483063712974455,0.010505171413570703
0.004701812987515319,0.01553409233962069
0.013744814837908518,0.013400482560826734
0.012438452026952596,0.015531446849489199
0.010333757088290992,0.012862313169833672
0.008455844034147996,0.016293605242809785
0.006964015533413187,0.011321975865776405
0.010929509269969244,0.011991882145970485
0.009491743640351522,0.011526454414629954
0.00831315936266119,0.014563686029227748
0.009037367754967045,0.012504459803922573
0.012363727334903575,0.011473618855359259
0.01131204837982637,0.010378116007805784
0.007818575289273563,0.011604234781135906
0.011485554083199272,0.011913949711491241
0.013950449693593147,0.013993694376915798
0.005702632124432255,0.015504813112535185
0.006703247284218286,0.009065675212578493
0.007605391769136577,0.007296830761775295
0.008543472695920446,0.014795642738183474
